date,sentence,col3
2020-05-14,光学行业2020年4月跟踪月报：4月手机光学公司表现阶段性分化国内激光行业迎阶段性反弹,新浪
2020-05-14,关注手机产业链科技股,证券导报
2020-05-14,2900点久攻不下，三大“聪明资金”已现分歧,Wind
2020-05-13,两天上演同样的剧情 该轮到硬核科技股上场了,华讯财经
2020-05-13,北上放缓两融发力，5天300亿资金快速加仓,Wind
2020-05-12,【华西电子孙远峰团队】国内手机市场出货反弹，5G占比接近四成,远峰电子
2020-05-12,手机概念股实控人财富排行榜：TOP10平均身价383亿，最年轻者仅44岁！,搜狐
2020-05-11,韦尔股份(603501.SH)：控股股东虞仁荣解除质押2551.0205万股,格隆汇
2020-05-11,韦尔股份：光电传感稳创领先，系统方案展创宏图,证券时报网
2020-05-09,券商能否带领指数突破？ 科技股是否已经熄火？,华讯财经
2020-05-09,信托新规落地，QFII“限购令”取消！一文看清内外资偏好,Wind
2020-05-08,科技股大涨ETF基金却缩水逾百亿，北上接盘？,Wind
2020-05-07,国盛证券：4月金股组合盈利11.92% 5月荐股名单出炉,新浪
2020-05-07,"机构外资齐抢筹，国产芯片概念""第二春""来临，最全产业链个股名单",证券时报网
2020-05-03,【兴证电子】Q1电子板块持仓分析：半导体大幅超配，科技基建龙头成基金“新宠”,兴证电子谢恒团队
2020-05-01,最新！机构重点关注的科技股出炉，北上资金最爱这些股,证券时报
2020-04-30,强者恒强！半导体增收增利，机构重仓股逆势大涨,Wind
2020-04-28,半导体板块一枝独秀，能否继续上车？,Wind
2020-04-28,韦尔股份：全球第三大CIS厂商，光学创新助力公司崛起,吉森电子研究
2020-04-28,解盘：权重撑指数，特斯拉概念活跃，半导体、创投领涨,Wind
2020-04-27,【华西电子孙远峰团队-Q1持仓分析】电子行业重仓占比下降，半导体逆势增长,远峰电子
2020-04-26,科技主题基金沸点降温 投资者择基需降低收益预期,红周刊
2020-04-25,【中信证券电子】韦尔股份（603501）2020年一季报点评：2020Q1归母净利润4.5亿元，略超预期,CITICS电子研究
2020-04-25,万得财经周刊：北上资金本月500亿加仓A股,Wind
2020-04-24,韦尔股份一季度净利润同比增8倍 北京豪威已并表,观察者网
2020-04-24,A股早报2020年4月24日星期五,Wind
2020-04-24,科创板早报|四部委争取4年时间建立燃料电池车产业链 预计全年新建5G基站超50万,科创板日报
2020-04-24,多家公司一季度业绩翻番,上证报
2020-04-23,外延扩张效应显现 韦尔股份一季度业绩增长800%,e公司
2020-04-23,韦尔股份2020第一季度扣非净利润同比增长1530%,TechWeb
2020-04-23,净利增逾800%！半导体公司一季报拉开帷幕,Wind
2020-04-23,韦尔股份：一季度净利4.45亿元 同比增800%,e公司
2020-04-23,韦尔股份(603501.SH)：一季度净利润升800.03%至4.45亿元,格隆汇
2020-04-23,韦尔股份：一季度净利润同比增长800.03%,Wind
2020-04-23,韦尔股份：一季度净利润同比增长800.03%,中证网
2020-04-23,【华西电子孙远峰团队-持续推荐韦尔股份】业绩逐步兑现，CIS多领域布局多点开花,远峰电子
2020-04-21,产业研究报告：9家IC头部企业“合体”追平“芯片霸主”！,国际电子商情
2020-04-21,趋势不改，高市盈率的A股半导体企业将再掀产业整合热潮？,电子产品世界
2020-04-20,揭秘北上资金年后进退路径，投资胜率近七成,证券时报网
2020-04-17,狠砸200亿，北向资金连续3天抄底，外资正在大举买入哪些股？,证券时报网
2020-04-16,多股获杠杆资金增仓 韦尔股份增幅最大,证券时报网
2020-04-16,90股昨日获机构买入评级,证券时报
2020-04-15,沪港通十大成交活跃股排名（4月15日）,Wind
2020-04-15,快讯：半导体板块持续走强 韦尔股份大涨超8%,新浪
2020-04-15,芯片股异动,Wind
2020-04-15,韦尔股份拟1.2亿美元收购Synaptics TDDI业务,金融界
2020-04-15,韦尔股份：拟收购Synaptics亚洲TDDI业务,中证网
2020-04-15,最新科技龙头回调榜出炉！北上资金抄底股曝光,证券时报网
2020-04-14,【华西电子孙远峰团队-持续推荐韦尔股份】收购TDDI业务，CIS龙头开启“芯”征程,远峰电子
2020-04-14,韦尔股份(603501.SH)拟向Creative Legend增资并通过其收购Synaptics亚洲TDDI业务,格隆汇
2020-04-14,芯片股走强,Wind
2020-04-14,地量见地价，北向资金今日回归，A股能否就此迎来转机？,证券时报网
2020-04-12,【中信证券电子研究】韦尔股份（603501）2019年年报点评：图像传感器景气持续，豪威业绩超预期,CITICS电子研究
2020-04-12,【国盛郑震湘团队】电子Q1迭超预期,湘评科技
2020-04-12,【华西电子孙远峰团队-持续推荐韦尔股份】光学占比持续提升，CIS龙头进口替代空间足,远峰电子
2020-04-11,国内VS国外：电子板块核心公司2020Q1业绩展望对比,吉森电子研究
2020-04-11,百亿收购3家芯片公司之后，这家公司涨成了千亿神股,21商评网
2020-04-10,【韦尔股份|国信电子】年报点评：视觉大时代，CIS龙头起航,国信电子研究
2020-04-10,【中银电子研究】韦尔股份:多摄拉动CIS需求，2019年业绩高增长,ZQtechnology
2020-04-10,韦尔股份2019净利增221% ，增传感器业务布局,资本邦
2020-04-10,韦尔股份（603501）2019年年报点评：视觉时代，CIS龙头起航,国信研究
2020-04-10,A股早报2020年4月10日星期五,Wind
2020-04-09,韦尔股份2019年净利同比增逾两倍,金融界
2020-04-09,韦尔股份：2019年净利同比增221% 拟10派0.7元,e公司
2020-04-09,韦尔股份(603501.SH)：2020年度拟向银行申请不超78亿元综合授信额度,格隆汇
2020-04-09,韦尔股份：2019年净利润同比增长221.14%,Wind
2020-04-07,最富有的十位新晋富豪 中国占五位,新浪
2020-04-06,223家公司年报下周将出炉！这23股被社保基金连续4个季度持仓！,证券日报
2020-03-30,半导体板块再度发力，圣邦股份冲击涨停,Wind
2020-03-28,超高清行业新一轮景气周期开启 六股人气旺,证券时报网
2020-03-27,华为P40产业链（附标的）,半导体风向标
2020-03-27,华为新旗舰P40系列核心供应链详解（附明细）,吉森电子研究
2020-03-27,华为又刷屏：一款手机7个摄像头 概念股不淡定了,上证报
2020-03-27,华为P40发布 A股受益公司一览,中财网
2020-03-26,【国盛郑震湘团队】半导体产业迎来机遇，国产DRAM商业化提速,湘评科技
2020-03-25,【华西电子孙远峰团队-持续推荐韦尔股份】5G时代光学仍为核心，CIS黄金赛道持续,远峰电子
2020-03-25,【国盛郑震湘团队】疫情之下，CIS 供需缺口如何,湘评科技
2020-03-21,电子板块安全边际凸显，机构推荐三大主线22只个股,Wind
2020-03-20,市场向下空间越来越小 关注半导体领域,证券时报网
2020-03-19,韦尔半导体参投的海外基金收购 Synaptics TDDI 业务！,唯样资讯
2020-03-17,韦尔股份现1笔大宗交易 共成交585.52万元,新浪
2020-03-17,韦尔股份今日大宗交易成交4万股，成交价146.38元溢价0.0%,Wind
2020-03-15,台湾电子板块核心公司2020M2经营数据强劲,吉森电子研究
2020-03-12,抢夺CMOS龙头，韦尔股份的并购之路,Ofweek
2020-03-12,什么情况？千亿科技龙头业绩大增，股价却掉队了，机构预测上涨空间超20%，这份绩优滞涨科技股全名单来了,e公司
2020-03-10,靠蛇吞象并购三年公司市值暴增18倍，身家500亿的他成中国芯片首富,搜狐
2020-03-10,光学行业：二月数据大超预期 龙头公司全产业链布局,财富动力网
2020-03-08,多家半导体公司市值破千亿 跨国收购成行业一大特色,新浪
2020-03-05,暴涨1.2万亿！A股放量上攻，中央频频点名，几十万亿大蛋糕来了,中国基金报
2020-03-05,外资配置A股或提速！富时罗素最新目录公布（附全名单）,Wind
2020-03-04,3000点多空大对决，A股成交额止步万亿！富时罗素指数最新调整，这三只科技股入选！,e公司
2020-03-04,中信建投、京东方A、中兴通讯、韦尔股份新入富时中国A50指数,中证网
2020-03-04,富时A50纳4股：中信建投、京东方、中兴通讯、韦尔股份,第一财经
2020-03-04,富时中国A50指数将纳入中信建投、京东方A等4股,Wind
2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
2020-03-04,韦尔股份(603501.SH)向157名激励对象授予235.77万份预留股票期权,格隆汇
2020-03-03,韦尔股份现1笔大宗交易 共成交262.05万元,新浪
2020-02-27,金评天下 | 半导体正在危与机的临界点，分寸如何把握？,和讯
2020-02-26,胡润富豪榜中国入围者超美国+印度，这家A股公司董事长排名飞升,证券时报网
2020-02-26,盘中最高718元/股！无锡卓胜微跑出江苏资本市场历史最高价股！,和讯
2020-02-25,海外疫情蔓延火了科技股！半导体+光刻胶+面板概念高增长股名单，机构扎堆推荐,e公司
2020-02-24,[公司]韦尔股份：减持晶方科技0.54%股份 交易金额为1.64亿 减持股份,全景网
2020-02-24,韦尔股份(603501.SH)减持晶方科技123.8万股套现1.64亿元 减持股份,格隆汇
2020-02-24,韦尔股份：子公司出售124万股晶方科技股票 资产异常,e公司
2020-02-24,韦尔股份：子公司出售晶方科技123.8万股 资产异常,Wind
2020-02-23,【国盛郑震湘团队】涨价映射供需格局，扩产引领创新周期,湘评科技
2020-02-20,2月20日沪深两市最新交易提示,金融界
2020-02-19,沪港通十大成交活跃股排名（2月19日）,Wind
2020-02-19,韦尔股份(603501.SH)：3名董事及公告减持期届满 合计减持351.95万股 减持股份,格隆汇
2020-02-19,韦尔股份：三位高管减持0.4%公司股份 减持股份,Wind
2020-02-19,电子元器件：光学赛道优且长,财富动力网
2020-02-18,【国盛郑震湘团队】韦尔股份:光学龙头开启新征程,湘评科技
2020-02-18,千亿“半导体”的投资“图景”,环球老虎财经
2020-02-17,如何复制快速崛起的半导体“春秋五霸”？,慧聪电子网
2020-02-14,CIS芯片再度提价！“缺货现象”或促使CIS行业提前复苏？,格隆汇
2020-02-13,情绪再次急转直下 硬核科技股轮番上阵,华讯财经
2020-02-12,韦尔股份：关于2017年限制性股票激励计划授予的限制性股票第二期解锁暨上市公告,上交所
2020-02-12,韦尔股份(603501.SH)：约1584.36万股限制性股票2月18日解禁 解禁,格隆汇
2020-02-12,这家公司市值高达1600亿成A股半导体第一股众PE两年5倍回报,投中网
2020-02-11,2019年大股东减持潮：31家“清仓” 118家易主 减持股份,投资者网
2020-02-10,韦尔股份：高管贾渊减持数过半 合计减持33.75万股 减持股份,格隆汇
2020-02-10,韦尔股份：董事会秘书贾渊合计减持0.0391%公司股份 减持股份,Wind
2020-02-10,58股开市首周股价创历史新高医药股占近四成,证券时报
2020-02-07,半导体板块表现强势，年报业绩六成预喜行业崛起可期,第一财经
2020-02-07,周五机构一致看好的七大金股（02.07）,中金在线
2020-02-06,市场继续超预期强势 多题材爆发,华讯财经
2020-02-06,【华西电子孙远峰团队-持续推荐韦尔股份】CIS景气度持续，龙头企业迎黄金发展期,远峰电子
2020-02-06,44只股股价创历史新高,证券时报网
2020-02-05,创业板高歌猛进 尾盘有资金抢跑,华讯财经
2020-02-04,每一次大波动都是极好的学习机会 科技股如期大反弹,华讯财经
2020-02-04,A股异动丨韦尔股份逼近涨停 中科院研发出新型垂直纳米环栅晶体管,格隆汇
2020-01-27,5倍牛股！北上资金重仓杀入 行业龙头全线爆发,金融界
2020-01-23,集成电路 核心的核心,财富动力网
2020-01-22,33股获买入评级最新:中国铁建,中财网
2020-01-22,10股获买入评级 最新:韦尔股份,中财网
2020-01-22,科创板早报|鸿蒙系统已上网即将应用全系产品汇顶、韦尔预计2019年净利倍增,科创板日报
2020-01-21,【华西电子孙远峰团队-持续推荐韦尔股份】CIS景气度持续，长期发展可期,远峰电子
2020-01-21,[公司]韦尔股份：预计2019年净利润增加2.6-3.6亿元 同比增长188%-260%,全景网
2020-01-21,韦尔股份：预计2019年净利润同比增长1.76倍-2.45倍,Wind
2020-01-21,韦尔股份：预计2019年净利润同比增加188%-260%,第一财经
2020-01-21,韦尔股份：预计2019年净利润同比增加188.18%到260.22%,中证网
2020-01-21,韦尔股份：2019年净利预增188%到260%,e公司
2020-01-20,韦尔股份(603501.SH)控股股东质押500万股 解质3750万股,格隆汇
2020-01-20,韦尔股份现1笔大宗交易 共成交452.40万元,新浪
2020-01-20,韦尔股份今日大宗交易成交2.40万股，成交价188.5元溢价0.0%,Wind
2020-01-19,【国盛电子郑震湘团队】预告超预期，电子超景气度进一步确定,湘评科技
2020-01-18,虞仁荣：“黑马”逆袭,红周刊
2020-01-17,【华西电子孙远峰团队—持续看好半导景气】半导体材料积极扩产，导入新建产线窗口期,远峰电子
2020-01-16,狂奔的科技牛：再现一年十倍股,大众证券报
2020-01-16,2019年度A股盘点：十大牛股的“高光时刻”,中国网
2020-01-16,两大厂商新款游戏机年底抢市 六股上车行情,证券时报
2020-01-15,机构抱团硬核科技 游资抱团老妖股,华讯财经
2020-01-14,发力并购融资 兴业银行落地业务同比增长超4成,中新网
2020-01-13,半导体板块尾盘再度发动攻势，韦尔股份、兆易创新再创新高,Wind
2020-01-13,无线耳机概念股风云再起，圣邦股份涨超7%,Wind
2020-01-13,24股主力资金净流入超亿元,证券时报
2020-01-10,北上资金开年追捧科技和周期股,大众证券报
2020-01-10,机构席位溢价下降 短线情绪退潮,华讯财经
2020-01-10,半导体板块尾盘持续上攻，汇顶科技强势封板再创新高,Wind
2020-01-10,三只半导体指数，你会pick哪只科技基金？,养基司令
2020-01-09,稀缺！碾压一大片牛股，这份科技龙头名单收好，机构预测业绩要发飙,e公司
2020-01-09,韦尔股份现1笔大宗交易 共成交339.94万元,新浪
2020-01-09,全球就3家能造，台媒曝上海韦尔4800万像素传感器要涨价,中财网
2020-01-08,超高清视频产业迎新机遇 题材龙头率先启动,证券时报
2020-01-07,4万亿市场待引爆！5G浪潮下的风口产业将起飞，题材龙头率先开火，活跃资金重仓这几只,e公司
2020-01-06,"【华西电子孙远峰团队—持续看好半导景气】芯片涨价全产业链蔓延,上半年景气度望延续",远峰电子
2020-01-03,外资颠覆A股 北向资金增持前100名平均涨近70% 这批公司仍滞涨,证券时报网
2020-01-02,2019基金业绩落定！牛基占比不足1%，买牛基堪比中彩票，45%基金跑输市场，广发包揽三强,券商中国
2020-01-02,2019年十大牛熊股盘点,中证网
2019-12-31,科技龙头争当C位 2020年看两大板块 六股热,证券时报
2019-12-31,北上资金全年3500亿元扫货A股创纪录 猛买大消费和科技股,大众证券报
2019-12-30,2019年A股并购盘点：市场情绪回升,Wind
2019-12-30,【国盛郑震湘团队】CES深度：科技巨头布局了哪些方向？,湘评科技
2019-12-30,北上资金加仓榜来了！平均加仓6.7%，胜率近九成,证券时报
2019-12-29,【国盛郑震湘团队】坚定看好科技硬件全面景气,湘评科技
2019-12-29,A股科技龙头50强出炉！拿下A股6%市值，三年飞出3只十倍股,证券时报
2019-12-27,【行情】芯片股走弱，圣邦股份跳水跌逾7%，至纯科技、赛腾股份跌逾5%，兆易创新、北京君正、韦尔股份、国科微等跌逾3%。,金十数据
2019-12-27,半导体板块再度被点燃 大涨过后是否还有上车机会,投资者网
2019-12-26,【异动股】3D摄像头板块下挫，韦尔股份(603501-CN)跌5.83%,财华社
2019-12-26,2019年，你可能错过的十大牛股,中证报
2019-12-26,投资三公司赚560亿，中国巴菲特是这个“妖精”,腾讯网
2019-12-25,韦尔股份现1笔大宗交易 共成交325.98万元,新浪
2019-12-25,23只股股价创历史新高,证券时报网
2019-12-25,可穿戴设备出货量高增长 关注三大产业链投资机会,证券时报网
2019-12-24,韦尔股份现2笔大宗交易 共成交733.48万元,新浪
2019-12-23,【安信电子|每周观点】TWS耳机将与手机搭配销售？智能可穿戴势不可挡,晓说电子
2019-12-23,2019年这十大热门概念 你抓住了几个？,中证报
2019-12-21,璞华资本海外并购正酣 韦尔股份有望参与其中,上证报
2019-12-20,400亿资金出逃信息技术板块，科技股是走还是留？,Wind
2019-12-19,并购市场交易数量与规模倒挂 股权投资赚钱不及公募,新浪
2019-12-19,华为VR Glass正式开售，5G+VR时代加速到来,第一财经
2019-12-18,11公司获得推荐评级-更新中,中财网
2019-12-18,韦尔股份：参投境外半导体基金，启动常态化扩张道路,--
2019-12-17,华西证券：韦尔股份买入评级,华西证券
2019-12-17,3股获买入评级 最新:云铝股份,中财网
2019-12-16,【华西电子孙远峰团队-持续推荐韦尔股份】拟参与投资境外半导体基金，加强竞争实力,远峰电子
2019-12-16,【安信电子|每日观点】2025年我国5G用户渗透率有望达到48%，来自中国5G经济报告2020,晓说电子
2019-12-16,韦尔股份拟联手著名半导体投资方 参投境外半导体基金加码IC并购,e公司
2019-12-16,沪港通十大成交活跃股排名（12月16日）,Wind
2019-12-16,市场全面转暖发出两大信号：近半数公司涨幅超越指数，成交额再破6000亿,Wind
2019-12-16,韦尔股份：拟参与投资境外半导体基金 利于公司整合优势资源,发布易
2019-12-16,韦尔股份：拟5000万美元投资境外半导体基金 加强集成电路产业布局,e公司
2019-12-16,韦尔股份(603501.SH)：拟5000万美元参与投资境外半导体基金,格隆汇
2019-12-16,韦尔股份(603501.SH)控股股东解除质押1000万股,格隆汇
2019-12-16,A股有了慢牛味道？174股年内翻倍，去年仅有1只！这些机构赚翻了，明年这样布局,券商中国
2019-12-12,什么情况？一度20次创历史新高，暴涨两倍多，却在一个月不到腰斩,证券时报网
2019-12-09,【华西电子孙远峰团队-持续推荐韦尔股份】供需关系趋紧，国内CIS龙头迎高速增长,远峰电子
2019-12-09,韦尔股份(603501.SH)拟回购注销8.55万股限制性股票,格隆汇
2019-12-09,韦尔股份大幅拉升3.66% 股价创近2个月新高,金融界
2019-12-05,韦尔股份(603501.SH)：控股股东虞仁荣质押1000万股,格隆汇
2019-12-05,韦尔股份大幅拉升3.71% 股价创近2个月新高,金融界
2019-12-05,41只个股无惧市场波动 逆市创出新高,证券时报
2019-12-04,半导体板块短线跳水，韦尔股份跌近4%,Wind
2019-12-03,韦尔股份大幅拉升3.28% 股价创近2个月新高,金融界
2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
2019-12-02,手机厂商杀入TWS耳机赛道，千亿级市场蛋糕如何分配,第一财经
2019-12-02,AirPods预计全年销量1.1亿对，TWS耳机概念持续造好,第一财经
2019-12-02,跻身长三角规划十大重点领域，集成电路概念股开盘走强,第一财经
2019-12-02,集成电路概念股火线出击，扬杰科技率先涨停,Wind
2019-12-01,"【新时代证券】—— 12月金股组合，""成长，新时代！""每周交流会（第66期）",新时代证券研究
2019-11-29,巨丰原创：CIS芯片缺货！整个产业链都在涨价 掘金机会已经显现,巨丰财经
2019-11-27,这一板块今天逆势上涨！还将迎来2000亿巨额资金流入，背后原因居然是,证券时报
2019-11-27,A股分销商行列或添新兵！MLCC代理商商络电子拟创业板上市,慧聪电子网
2019-11-27,韦尔股份现1笔大宗交易 共成交385.74万元,新浪
2019-11-27,半导体板块逆势走强，晶方科技强势封板,Wind
2019-11-26,【华泰电子】【2020年度策略】5G仅是开端，“电子+”时代来临,华泰电子研究
2019-11-22,韦尔股份(603501.SH)拟回购注销8.55万股限制性股票,格隆汇
2019-11-21,韦尔股份(603501.SH)：减持时间过半 3名董监高累计减持222.98万股 减持股份,格隆汇
2019-11-21,韦尔股份：三高管合计减持0.26%股份 减持股份,Wind
2019-11-20,东北证券：5G建设成果频现 半导体产业投资加码 关业龙头公司,半导体网
2019-11-20,沪深300及中证500成分股调整名单预测,辰奥临君
2019-11-19,韦尔股份现1笔大宗交易 共成交331.81万元,新浪
2019-11-18,韦尔股份(603501.SH)首次授予943.0998万份股票期权登记完成,格隆汇
2019-11-15,科技蓝筹股午后继续走强 汇顶科技、韦尔股份涨逾8%,证券时报网
2019-11-15,韦尔股份(603501.SH)再创新高 年内累涨350%位列A股第5,格隆汇
2019-11-14,一文看后市：MSCI扩容前，科技股可保持乐观！,和讯
2019-11-13,半导体板块持续走强,Wind
2019-11-13,国产芯片概念强势 卓胜微、韦尔股份等涨逾7%,证券时报网
2019-11-13,【韦尔股份】大幅拉升6.81% 股价创近2个月新高,金融界
2019-11-12,上海上市公司前三季度累计营收近3.9万亿元 183家公司归母净利同增,证券日报
2019-11-12,A股半导体公司汇顶科技、韦尔股份、闻泰科技被纳入MSCI指数,TechWeb
2019-11-11,华为Mate30大秀：惊艳背后的国产供应链,维库电子市场
2019-11-06,【安信电子|每日观点】中国5G手机出货量超48万部，vivo位列第一,晓说电子
2019-11-06,韦尔股份副总经理纪刚减持公司股份50万股 套现逾5000万元 减持股份,TechWeb
2019-11-06,韦尔股份：董事、副总经理纪刚合计减持50万股 减持股份,Wind
2019-11-06,韦尔股份(603501.SH)董事纪刚减持公司50万股 减持股份,格隆汇
2019-11-06,太疯狂，这只猪概念股新晋千亿市值！这个板块竟成牛股集中营，“聪明资金”盯上这类股,证券时报
2019-11-06,韦尔股份：豪威完成交割，新品推广进展顺利,证券时报网
2019-11-05,抱团股越抱越紧！385只个股创历史新高,上证报
2019-11-05,韦尔股份：董事、总经理马剑秋合计减持97.48万股 减持股份,Wind
2019-11-05,券商首次关注7股并给予买入评级（11月5日）,Wind
2019-11-05,韦尔股份：收购豪威布局CIS好赛道，铸就国内一流半导体设计企业,证券时报网
2019-11-05,隐形的超牛题材火了！龙头7天5涨停,证券时报
2019-11-05,4股获买入评级 最新:韦尔股份,中财网
2019-11-01,【安信电子|基金三季报持仓分析】业绩改善筑底，5G与国产替代加持，Q3电子板块获大幅加仓,晓说电子
2019-10-31,【中信证券电子研究】韦尔股份（603501）2019年三季报点评：三季报豪威并表，业绩基本符合预期,CITICS电子研究
2019-10-31,韦尔股份(603501.SH)前三季净利降45.40%至1.35亿元 盈利能力下降,格隆汇
2019-10-31,韦尔股份：前三季度净利降45%，今年股价已涨2.8倍 盈利能力下降,格隆汇
2019-10-31,北上资金7月以来1200亿加仓A股，金融、消费、科技全面扫货,Wind
2019-10-31,半导体丨韦尔股份前三季度实现净利润1.35亿元 同比下滑45.4% 盈利能力下降,TechWeb
2019-10-30,韦尔股份公布三季报 前三季净利减少45.4% 盈利能力下降,新浪
2019-10-30,韦尔股份：前三季度净利润同比减45.40% 盈利能力下降,Wind
2019-10-30,国家大基金二期落地 把握两条主线,第一财经
2019-10-29,苹果发布全新无线蓝牙降噪耳机，千亿级TWS产业链市场有望爆发,第一财经
2019-10-29,韦尔股份现1笔大宗交易 共成交264.45万元,新浪
2019-10-28,韦尔股份现1笔大宗交易 共成交377.10万元,新浪
2019-10-28,“大基金”再扩容！2041.5亿元，三方向成投资重点,Wind
2019-10-25,韦尔股份拟增资豪威半导体2亿元，发力CMOS图像传感器,维库电子市场
2019-10-25,逾300股年内创历史新高，60股自高点回撤幅度超40%,Wind
2019-10-23,韦尔股份拟对全资子公司豪威半导体上海增资2700万美元,TechWeb
2019-10-23,"电子元件行业TWS耳机专题报告:甚似当年“山寨机”兴起,TWS耳机拐点已至",光大证券
2019-10-22,韦尔股份：2700万美元增资豪威半导体上海,e公司
2019-10-22,韦尔股份(603501.SH)拟对豪威半导体增资2700万美元 发展晶圆测试及晶圆重构生产线项目,格隆汇
2019-10-17,韦尔股份现1笔大宗交易 共成交362.81万元,新浪
2019-10-16,韦尔股份现1笔大宗交易 共成交416.50万元,新浪
2019-10-15,192股获买入评级最新:中航电测,中财网
2019-10-11,"电子元器件行业:5G风起,VR飞扬",安信证券
2019-10-10,韦尔股份现1笔大宗交易 共成交232.99万元,新浪
2019-10-09,韦尔股份：产品迭代路径清晰，后续期待更多重磅产品推出,证券时报网
2019-10-09,[快讯]韦尔股份发布质押公告一股东累计质押15101万股,中财网
2019-10-09,韦尔股份现1笔大宗交易 共成交260.00万元,新浪
2019-10-09,韦尔股份(603501.SH)：绍兴韦豪质押8083.9万股,格隆汇
2019-10-09,韦尔股份：又一款里程碑产品OV12D 买入评级,西南证券
2019-09-27,半导体丨韦尔股份拟对其全资子公司豪威半导体上海增资3亿元,TechWeb
2019-09-27,韦尔股份：拟向上海全资子公司增资3亿元建生产线,Wind
2019-09-27,韦尔股份(603501.SH)使用募集资金3亿元增资豪威半导体上海 用于晶圆测试及晶圆重构生产线项目(二期)建设,格隆汇
2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
2019-09-25,韦尔股份(603501.SH)：947名激励对象获授予946.23万份股票期权,格隆汇
2019-09-25,兆易创新澄清长鑫独立运营 “国产替代”风潮下芯片股价值几何？,21世纪经济报道
2019-09-25,CMOS图像传感器市场增长相关公司受益 六股大牛,证券时报网
2019-09-24,半导体产业链：行业高景气，全年涨幅第一（上篇）,Wind
2019-09-24,芯片+5G等科技股中的大白马名单 机构抱团入驻 最高竟被锁定近半流通盘,证券时报
2019-09-24,科技股持续活跃 韦尔股份市值超千亿元,e公司
2019-09-21,华为“A股式”拥趸者调查： “后知后觉”掘金者遇到“先知先觉”产业梦,21世纪经济报道
2019-09-20,20股获券商买入评级 恒华科技目标涨幅达45.39%,Wind
2019-09-19,CMOS图像传感器市场飞速增长 五股布局良机,证券时报
2019-09-19,"韦尔股份深度报告:进军国际,半导体设计航母起航",浙商证券
2019-09-16,北上资金尾盘突袭买入，行业龙头及白马仍是外资最爱,Wind
2019-09-16,北上资金连续11日净流入 6股连续11日获加仓,证券时报
2019-09-16,【华泰TMT王林团队】电子元器件:5G应用大幕拉开，VR/AR渐行渐近,和讯
2019-09-10,上交所：中国人保等4股将被调入上证180指数,Wind
2019-09-09,三个月千亿外资已入场，扫货消费、科技，42股买入超2%,Wind
2019-09-09,"韦尔股份:资产重组工作完成,迈入发展新阶段",证券之星
2019-09-08,【公司点评】韦尔股份：2019年业绩同比+221.14%，光学创新助推CIS持续爆发,吉森电子研究
2019-09-08,【新时代电子 吴吉森团队】韦尔股份：设计与分销齐头并进，全球第三大CIS龙头厂商再起航,新时代证券研究
2019-09-06,5G、芯片、国产软件概念引领近百股涨停，“科技牛市”盛宴来了？,环球老虎财经
2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
2019-09-05,半导体行业最深入的投资逻辑,财富动力网
2019-09-04,83只超级牛股最新评级 这些公司目标涨幅空间还有30%以上（名单）,证券时报网
2019-09-04,【光大电子|韦尔股份】深度：豪威科技（OV）突破48M技术，王者归来重塑格局,EBSCN电子
2019-09-04,【晨观方正】计算机/电子/交运20190904,方正证券研究
2019-09-03,定增募资缩水成常态，错过大涨机构却称“不可惜”,第一财经
2019-09-03,信息技术迎黄金十年，信仰还是估值？,Wind
2019-09-02,韦尔股份(603501.SH)拟授出不超1182万份股票期权,格隆汇
2019-09-02,韦尔股份：新增为控股子公司思比科的担保额度为2亿元 大额借贷担保,Wind
2019-09-02,9月开门红，500亿资金接力买入140家公司先涨为敬,Wind
2019-09-02,国产芯片板块表现强势 韦尔股份等6股涨停,金融界
2019-09-02,芯片股午后拉升 韦尔股份等多股涨停,e公司
2019-09-02,快讯：芯片股午后走强 韦尔股份、国科微拉升封板,新浪
2019-08-30,韦尔股份：靓丽成绩单的背后,EBSCN电子
2019-08-30,韦尔股份(603501.SH)拟对合肥韦豪增资1.9亿元,格隆汇
2019-08-30,韦尔股份(603501.SH)拟将“射频元器件研发及产业化项目”延长不超6个月,格隆汇
2019-08-30,韦尔股份今年上半年营收和净利润均下滑 分别下降18%和84% 盈利能力下降,TechWeb
2019-08-29,韦尔股份：拟向全资子公司“合肥韦豪”增资1.9亿元,Wind
2019-08-29,韦尔股份：部分募投项目延期 项目问题,Wind
2019-08-29,韦尔股份：上半年净利润同比减83.77% 盈利能力下降,Wind
2019-08-29,风向标 l 陈杭：最高涨幅210%的背后（附125页PPT）,半导体风向标
2019-08-29,受益全球CMOS影像传感器爆发，这家公司年初至今涨逾2倍,富途证券
2019-08-26,北上资金净买入再超百亿，10股连续八周获加仓,Wind
2019-08-25,CIS摄像头芯片框架 l 125页,半导体风向标
2019-08-20,韦尔，有何不同？,半导体风向标
2019-08-16,"电子行业:5G推动换机潮来临,产业链多环节机遇将至",东吴证券
2019-08-14,今年涨幅最大的科技股竟然是创业板的这家公司,阿尔法工场
